timestamp,open,high,low,close,volume
1768999200,3218.89,3233.23,3218.89,3230.23,3814.23
1768999500,3230.23,3233.6,3219.58,3225.55,2740.69
1768999800,3225.55,3230.56,3215.59,3215.59,2027.91
1769000100,3215.59,3229.56,3208.66,3215.95,619.83
1769000400,3215.95,3215.95,3183.01,3183.01,1039.56
1769000700,3183.01,3198.62,3177.22,3198.62,4481.06
1769001000,3198.62,3223.16,3198.62,3223.16,4042.42
1769001300,3223.16,3246.67,3219.8,3246.16,5233.41
1769001600,3246.16,3246.16,3205.67,3205.67,1352.08
1769001900,3205.67,3215.68,3193.4,3215.18,3660.81
1769002200,3215.18,3223.28,3191.43,3200.06,2202.84
1769002500,3200.06,3200.06,3183.6,3197.18,1759.46
1769002800,3197.18,3240.62,3197.18,3240.62,4268.54
1769003100,3240.62,3254.06,3237.63,3247.06,964.6
1769003400,3247.06,3261.79,3230.19,3233.33,846.91
1769003700,3233.33,3265.84,3228.47,3265.84,3954.34
1769004000,3265.84,3295.18,3264.05,3292.89,5881.54
1769004300,3292.89,3295.01,3284.41,3287.15,5376.57
1769004600,3287.15,3298.17,3281.71,3282.22,2539.26
1769004900,3282.22,3282.22,3266.92,3278.54,720.11
1769005200,3278.54,3286.65,3264.99,3286.65,5447.06
1769005500,3286.65,3289.51,3225.34,3225.34,1670.87
1769005800,3225.34,3249.24,3214.43,3249.24,6537.64
1769006100,3249.24,3274.02,3244.01,3274.02,1888.14
1769006400,3274.02,3274.02,3258.74,3269.33,1799.84
1769006700,3269.33,3284.63,3269.33,3275.93,2194.27
1769007000,3275.93,3315.14,3270.46,3315.14,5689.08
1769007300,3315.14,3349.92,3315.14,3349.92,5684.37
1769007600,3349.92,3354.65,3337.85,3348.51,4912.71
1769007900,3348.51,3359.06,3329.37,3336.66,5268.5
1769008200,3336.66,3336.66,3319.33,3330.05,2670.31
1769008500,3330.05,3341.58,3329.9,3341.58,3706.34
1769008800,3341.58,3341.58,3319.64,3332.92,3036.69
1769009100,3332.92,3350.4,3328.52,3337.45,1995.79
1769009400,3337.45,3367.12,3332.84,3355.9,6663.55
1769009700,3355.9,3366.99,3333.42,3334.81,5700.45
1769010000,3334.81,3356.78,3332.96,3332.96,5922.61
1769010300,3332.96,3336.55,3322.05,3322.05,6939.34
1769010600,3322.05,3337.93,3318.65,3318.65,886.98
1769010900,3318.65,3333.71,3307.3,3319.53,2087.95
1769011200,3319.53,3325.1,3312.82,3325.1,950.69
1769011500,3325.1,3336.12,3315.07,3336.12,4191.8
1769011800,3336.12,3375.21,3336.12,3371.44,1608.53
1769012100,3371.44,3380.29,3330.6,3330.6,792.84
1769012400,3330.6,3333.99,3300.18,3300.18,2673.67
1769012700,3300.18,3305.52,3284.78,3305.31,5667.35
1769013000,3305.31,3325.67,3291.27,3325.67,2708.99
1769013300,3325.67,3334.57,3276.57,3280.72,5907.07
1769013600,3280.72,3291.44,3267.56,3274.9,6514.42
1769013900,3274.9,3299.94,3274.13,3291.54,7155.17
1769014200,3291.54,3316.5,3291.54,3316.12,5901.49
1769014500,3316.12,3341.98,3308.07,3331.52,5076.24
1769014800,3331.52,3331.52,3305.0,3307.98,2360.15
1769015100,3307.98,3355.65,3307.98,3343.55,1882.99
1769015400,3343.55,3369.13,3343.55,3367.84,2192.0
1769015700,3367.84,3382.37,3361.31,3373.29,1203.23
1769016000,3373.29,3400.11,3353.07,3400.11,4790.24
1769016300,3400.11,3410.52,3351.79,3363.7,3992.84
1769016600,3363.7,3366.89,3323.45,3333.58,6775.09
1769016900,3333.58,3344.1,3329.62,3344.1,6943.74
1769017200,3344.1,3344.1,3313.58,3323.52,2677.31
1769017500,3323.52,3340.05,3301.68,3301.68,4809.55
1769017800,3301.68,3319.13,3297.39,3319.13,1353.8
1769018100,3319.13,3328.61,3301.79,3328.61,2397.21
1769018400,3328.61,3339.64,3324.42,3339.64,4093.08
1769018700,3339.64,3339.64,3321.58,3330.33,1747.55
1769019000,3330.33,3330.33,3312.58,3320.69,1985.46
1769019300,3320.69,3334.32,3320.25,3323.4,4602.82
1769019600,3323.4,3328.59,3315.01,3320.51,4071.07
1769019900,3320.51,3320.51,3298.86,3300.46,5146.69
1769020200,3300.46,3300.46,3265.43,3265.43,5742.89
1769020500,3265.43,3265.43,3238.11,3251.95,2680.42
1769020800,3251.95,3261.28,3235.6,3235.6,2941.75
1769021100,3235.6,3278.15,3235.6,3278.15,4090.3
1769021400,3278.15,3287.62,3263.35,3279.79,1899.77
1769021700,3279.79,3285.88,3268.77,3268.77,2575.98
1769022000,3268.77,3271.13,3261.44,3265.25,4398.64
1769022300,3265.25,3268.18,3220.46,3221.44,3411.54
1769022600,3221.44,3242.68,3212.12,3240.12,1326.74
1769022900,3240.12,3240.12,3214.74,3214.74,2995.61
1769023200,3214.74,3235.37,3194.91,3235.37,974.73
1769023500,3235.37,3247.64,3219.56,3241.38,6785.76
1769023800,3241.38,3250.15,3227.14,3227.14,1468.76
1769024100,3227.14,3228.73,3204.03,3204.03,1972.54
1769024400,3204.03,3212.22,3194.82,3202.21,2240.74
1769024700,3202.21,3207.17,3183.37,3196.46,5301.17
1769025000,3196.46,3196.46,3163.31,3163.31,2010.02
1769025300,3163.31,3205.44,3163.31,3192.77,4107.85
1769025600,3192.77,3195.09,3178.78,3180.82,4229.81
1769025900,3180.82,3205.02,3179.68,3192.63,1515.87
1769026200,3192.63,3207.81,3159.27,3198.8,5509.85
1769026500,3198.8,3209.53,3176.3,3200.28,953.72
1769026800,3200.28,3213.93,3190.6,3190.6,4569.11
1769027100,3190.6,3223.39,3190.6,3222.83,4968.86
1769027400,3222.83,3222.83,3201.06,3218.59,1883.13
1769027700,3218.59,3218.91,3205.86,3213.6,5415.57
1769028000,3213.6,3241.17,3213.6,3236.24,2909.72
1769028300,3236.24,3241.96,3232.09,3232.67,4989.81
1769028600,3232.67,3250.11,3230.34,3239.55,748.38
1769028900,3239.55,3239.55,3218.4,3221.79,1167.49
1769029200,3221.79,3241.46,3221.79,3222.44,3471.99
1769029500,3222.44,3222.44,3185.0,3185.0,3647.1
1769029800,3185.0,3207.59,3182.93,3206.64,2584.33
1769030100,3206.64,3208.23,3186.18,3186.18,3724.39
1769030400,3186.18,3197.31,3176.29,3197.31,2210.17
1769030700,3197.31,3205.29,3181.85,3188.09,5427.39
1769031000,3188.09,3207.62,3183.93,3207.34,1615.11
1769031300,3207.34,3218.52,3200.18,3218.52,997.33
1769031600,3218.52,3222.92,3208.78,3212.97,636.0
1769031900,3212.97,3216.09,3200.85,3204.63,3346.41
1769032200,3204.63,3204.63,3176.22,3184.86,5611.04
1769032500,3184.86,3184.86,3170.45,3179.22,4378.13
1769032800,3179.22,3215.79,3179.22,3214.8,3155.41
1769033100,3214.8,3234.97,3213.71,3221.19,1030.03
1769033400,3221.19,3253.5,3221.19,3241.68,2724.85
1769033700,3241.68,3241.68,3208.84,3208.84,4342.66
1769034000,3208.84,3208.84,3159.4,3159.4,3623.07
1769034300,3159.4,3173.99,3159.4,3171.96,2460.28
1769034600,3171.96,3176.15,3160.57,3171.17,4242.12
1769034900,3171.17,3174.18,3155.65,3155.65,2321.87
1769035200,3155.65,3155.65,3146.33,3146.47,3096.97
1769035500,3146.47,3150.99,3136.91,3138.65,4549.39
1769035800,3138.65,3155.26,3138.65,3155.26,743.28
1769036100,3155.26,3163.47,3147.06,3153.46,4455.23
1769036400,3153.46,3153.46,3118.93,3123.15,644.38
1769036700,3123.15,3133.9,3121.72,3127.68,2897.83
1769037000,3127.68,3157.81,3123.32,3154.4,1496.88
1769037300,3154.4,3157.04,3130.96,3148.46,720.35
1769037600,3148.46,3162.93,3148.46,3153.02,2148.25
1769037900,3153.02,3153.02,3138.44,3145.87,727.65
1769038200,3145.87,3189.53,3145.87,3189.53,992.59
1769038500,3189.53,3202.01,3178.6,3185.26,1527.9
1769038800,3185.26,3227.18,3175.33,3227.18,4917.51
1769039100,3227.18,3253.46,3227.18,3253.46,1720.21
1769039400,3253.46,3268.41,3242.89,3251.85,4918.13
1769039700,3251.85,3251.85,3210.46,3210.46,2393.37
1769040000,3210.46,3210.46,3184.56,3188.59,1220.01
1769040300,3188.59,3208.45,3187.57,3199.27,2984.68
1769040600,3199.27,3227.2,3199.27,3218.24,1620.54
1769040900,3218.24,3225.73,3211.99,3212.77,2337.54
1769041200,3212.77,3228.88,3204.76,3227.46,4904.43
1769041500,3227.46,3239.05,3217.32,3217.32,1492.88
1769041800,3217.32,3228.59,3216.32,3218.66,1316.81
1769042100,3218.66,3247.87,3218.66,3247.87,3235.2
1769042400,3247.87,3268.82,3247.87,3251.0,2200.44
1769042700,3251.0,3267.11,3251.0,3265.59,4848.63
1769043000,3265.59,3268.57,3244.99,3246.32,1992.91
1769043300,3246.32,3262.37,3237.6,3249.09,1138.26
1769043600,3249.09,3250.67,3241.44,3242.63,1005.84
1769043900,3242.63,3304.28,3242.63,3297.5,3220.28
1769044200,3297.5,3316.44,3294.4,3316.44,4623.06
1769044500,3316.44,3316.44,3283.84,3283.84,2257.7
1769044800,3283.84,3283.84,3245.47,3252.22,2232.58
1769045100,3252.22,3255.52,3236.9,3243.81,2736.97
1769045400,3243.81,3243.81,3198.64,3198.64,1558.37
1769045700,3198.64,3254.11,3198.64,3243.48,4185.56
1769046000,3243.48,3266.72,3242.48,3266.72,3667.85
1769046300,3266.72,3277.15,3259.35,3275.97,2143.61
1769046600,3275.97,3279.52,3251.09,3251.09,2351.86
1769046900,3251.09,3279.49,3245.18,3278.5,4247.08
1769047200,3278.5,3278.5,3239.67,3263.86,2846.77
1769047500,3263.86,3282.61,3263.86,3270.43,2607.98
1769047800,3270.43,3284.01,3266.81,3284.01,4309.78
1769048100,3284.01,3290.21,3268.85,3274.19,1711.27
1769048400,3274.19,3282.54,3266.11,3274.52,2291.64
1769048700,3274.52,3288.52,3255.61,3278.07,1175.85
1769049000,3278.07,3278.07,3241.19,3258.62,4479.87
1769049300,3258.62,3261.97,3244.92,3247.77,4034.15
1769049600,3247.77,3257.21,3244.51,3245.97,1185.83
1769049900,3245.97,3245.97,3232.7,3245.53,1911.77
1769050200,3245.53,3258.74,3245.53,3249.65,4445.06
1769050500,3249.65,3272.26,3244.66,3270.54,2150.35
1769050800,3270.54,3279.59,3247.8,3247.8,3834.8
1769051100,3247.8,3276.38,3247.8,3274.97,920.79
1769051400,3274.97,3296.85,3265.78,3285.59,1979.31
1769051700,3285.59,3296.59,3276.53,3279.9,1940.92
1769052000,3279.9,3299.58,3279.08,3287.56,3576.68
1769052300,3287.56,3299.06,3270.29,3270.29,1667.59
1769052600,3270.29,3274.04,3258.38,3259.91,1223.17
1769052900,3259.91,3259.91,3239.94,3239.94,1956.92
1769053200,3239.94,3255.21,3239.94,3241.78,4865.23
1769053500,3241.78,3248.51,3229.31,3240.98,4906.02
1769053800,3240.98,3270.02,3233.84,3270.02,572.91
1769054100,3270.02,3278.32,3249.08,3249.08,3943.24
1769054400,3249.08,3254.78,3231.78,3231.78,1774.81
1769054700,3231.78,3231.78,3187.08,3191.03,3883.23
1769055000,3191.03,3193.66,3184.47,3187.58,1380.2
1769055300,3187.58,3198.81,3178.96,3185.42,1507.94
1769055600,3185.42,3216.51,3182.68,3216.13,1190.38
1769055900,3216.13,3226.41,3203.73,3225.71,3400.57
1769056200,3225.71,3231.21,3191.49,3202.57,948.29
1769056500,3202.57,3204.97,3178.94,3189.72,919.9
1769056800,3189.72,3189.72,3165.21,3170.15,2542.31
1769057100,3170.15,3195.24,3161.73,3184.56,3467.62
1769057400,3184.56,3196.94,3171.78,3181.24,4527.1
1769057700,3181.24,3197.28,3181.24,3196.64,3594.23
1769058000,3196.64,3212.34,3192.72,3210.07,4893.45
1769058300,3210.07,3224.16,3205.77,3223.92,2804.01
1769058600,3223.92,3250.31,3223.92,3239.46,4791.71
1769058900,3239.46,3253.56,3234.7,3253.56,4495.17
1769059200,3253.56,3259.92,3239.15,3255.33,3864.0
1769059500,3255.33,3258.98,3229.36,3231.67,2802.81
1769059800,3231.67,3234.86,3220.34,3234.86,2111.27
1769060100,3234.86,3262.09,3234.86,3253.24,4547.71
1769060400,3253.24,3253.24,3221.87,3221.87,4520.66
1769060700,3221.87,3235.02,3212.33,3214.16,1271.26
1769061000,3214.16,3216.82,3192.0,3214.35,2314.92
1769061300,3214.35,3235.43,3214.35,3234.62,2304.02
1769061600,3234.62,3234.62,3205.37,3214.15,3284.76
1769061900,3214.15,3240.14,3214.15,3240.14,2162.75
1769062200,3240.14,3292.51,3240.14,3292.51,3261.98
1769062500,3292.51,3303.75,3289.67,3292.62,2363.47
1769062800,3292.62,3292.62,3251.21,3266.5,1836.15
1769063100,3266.5,3297.94,3266.5,3297.94,1475.33
1769063400,3297.94,3302.16,3286.58,3293.26,1195.4
1769063700,3293.26,3298.63,3278.25,3291.06,1241.61
1769064000,3291.06,3310.51,3286.38,3310.51,3486.84
1769064300,3310.51,3310.51,3298.43,3305.11,942.62
1769064600,3305.11,3305.11,3267.61,3271.61,3418.26
1769064900,3271.61,3285.85,3271.13,3271.13,2270.6
1769065200,3271.13,3301.81,3271.13,3286.87,927.2
1769065500,3286.87,3292.72,3270.91,3292.72,1142.42
1769065800,3292.72,3304.63,3263.31,3263.31,3136.63
1769066100,3263.31,3275.74,3246.6,3251.58,926.57
1769066400,3251.58,3258.0,3247.85,3256.54,3712.99
1769066700,3256.54,3266.9,3237.68,3257.83,4375.25
1769067000,3257.83,3257.83,3222.84,3251.74,3392.81
1769067300,3251.74,3264.75,3208.97,3208.97,2273.03
1769067600,3208.97,3208.97,3170.16,3174.8,4091.62
1769067900,3174.8,3187.07,3170.8,3174.13,1809.63
1769068200,3174.13,3180.89,3173.42,3180.59,1643.67
1769068500,3180.59,3188.35,3177.19,3188.25,3158.83
1769068800,3188.25,3194.36,3169.81,3184.47,1875.3
1769069100,3184.47,3189.04,3166.0,3166.0,893.5
1769069400,3166.0,3166.0,3146.67,3164.22,3744.16
1769069700,3164.22,3172.19,3153.31,3162.02,1880.99
1769070000,3162.02,3181.21,3162.02,3167.99,4182.0
1769070300,3167.99,3175.15,3165.67,3173.36,2015.9
1769070600,3173.36,3193.08,3172.9,3188.69,3588.33
1769070900,3188.69,3210.49,3180.46,3210.49,1059.78
1769071200,3210.49,3226.36,3204.51,3225.06,4354.31
1769071500,3225.06,3225.06,3173.41,3173.41,1289.59
1769071800,3173.41,3173.41,3122.51,3128.62,1000.52
1769072100,3128.62,3145.51,3122.93,3140.08,705.03
1769072400,3140.08,3153.54,3133.81,3147.26,3752.97
1769072700,3147.26,3147.26,3117.2,3127.61,1903.76
1769073000,3127.61,3127.61,3084.03,3084.03,1107.57
1769073300,3084.03,3095.88,3077.15,3095.88,4820.79
1769073600,3095.88,3100.96,3085.55,3094.46,2453.5
1769073900,3094.46,3136.95,3094.46,3122.47,3747.03
1769074200,3122.47,3142.02,3109.02,3142.02,4263.31
1769074500,3142.02,3158.51,3139.54,3152.51,850.17
1769074800,3152.51,3173.65,3142.44,3149.44,3116.55
1769075100,3149.44,3155.74,3147.28,3155.74,3322.49
1769075400,3155.74,3194.94,3153.57,3194.44,3207.54
1769075700,3194.44,3212.36,3185.12,3209.87,660.73
1769076000,3209.87,3226.8,3192.68,3192.68,1627.6
1769076300,3192.68,3230.19,3192.68,3215.95,902.11
1769076600,3215.95,3215.95,3193.41,3205.16,5107.47
1769076900,3205.16,3209.34,3166.26,3166.26,4147.73
1769077200,3166.26,3166.26,3143.72,3162.88,801.87
1769077500,3162.88,3192.81,3159.68,3170.68,4394.81
1769077800,3170.68,3185.27,3170.68,3175.08,1114.23
1769078100,3175.08,3181.6,3149.44,3149.44,4266.88
1769078400,3149.44,3157.95,3140.7,3147.08,1877.4
1769078700,3147.08,3175.47,3142.61,3175.47,3900.85
1769079000,3175.47,3188.45,3165.74,3188.45,3486.12
1769079300,3188.45,3188.45,3174.7,3184.78,2227.42
1769079600,3184.78,3206.88,3179.14,3189.2,2656.11
1769079900,3189.2,3191.0,3177.63,3177.63,2810.35
1769080200,3177.63,3177.63,3154.77,3175.73,5215.3
1769080500,3175.73,3182.35,3165.85,3165.85,3545.76
1769080800,3165.85,3192.46,3165.85,3190.91,4731.08
1769081100,3190.91,3198.31,3188.58,3189.28,4874.79
1769081400,3189.28,3235.81,3189.28,3229.27,764.69
1769081700,3229.27,3233.61,3218.6,3218.6,2312.9
1769082000,3218.6,3228.6,3204.11,3204.11,1281.79
1769082300,3204.11,3211.21,3198.9,3211.14,5276.99
1769082600,3211.14,3212.39,3172.11,3175.77,4796.09
1769082900,3175.77,3194.28,3171.52,3183.98,3374.6
1769083200,3183.98,3190.02,3174.98,3190.02,2079.34
1769083500,3190.02,3195.65,3174.57,3174.57,2446.24
1769083800,3174.57,3184.07,3162.45,3165.09,3373.18
1769084100,3165.09,3166.17,3145.45,3154.03,3592.41
1769084400,3154.03,3161.78,3138.73,3157.36,1248.66
1769084700,3157.36,3170.31,3140.51,3164.79,3532.05
1769085000,3164.79,3171.77,3147.11,3147.11,2977.8
1769085300,3147.11,3167.39,3139.91,3159.94,1042.4
1769085600,3159.94,3166.67,3152.81,3154.54,2197.47
1769085900,3154.54,3164.06,3150.14,3164.06,5006.56
1769086200,3164.06,3164.06,3140.85,3155.19,2994.61
1769086500,3155.19,3172.14,3143.98,3158.8,4743.39
1769086800,3158.8,3198.25,3158.8,3198.25,3760.02
1769087100,3198.25,3205.61,3187.63,3197.37,5409.68
1769087400,3197.37,3231.28,3197.37,3219.39,4138.28
1769087700,3219.39,3219.39,3200.52,3215.3,4335.23
1769088000,3215.3,3232.06,3214.2,3232.02,5225.02
1769088300,3232.02,3261.71,3226.24,3261.71,1816.94
1769088600,3261.71,3276.63,3254.37,3262.63,1961.81
1769088900,3262.63,3277.19,3258.89,3269.71,2292.75
1769089200,3269.71,3279.73,3264.23,3265.71,3444.74
1769089500,3265.71,3281.19,3257.07,3281.19,2171.76
1769089800,3281.19,3285.02,3272.77,3272.77,3054.07
1769090100,3272.77,3299.72,3267.48,3299.72,5388.65
1769090400,3299.72,3323.59,3298.36,3303.24,3838.6
1769090700,3303.24,3307.17,3277.93,3279.5,6277.75
1769091000,3279.5,3288.96,3279.5,3286.91,5376.47
1769091300,3286.91,3286.91,3266.19,3266.76,5687.31
1769091600,3266.76,3266.76,3248.95,3261.92,2340.53
1769091900,3261.92,3268.3,3252.38,3253.86,3937.82
1769092200,3253.86,3261.86,3243.02,3260.84,2109.52
1769092500,3260.84,3261.21,3242.92,3247.72,2231.55
1769092800,3247.72,3260.38,3238.97,3244.42,1626.29
1769093100,3244.42,3248.32,3224.84,3233.49,2704.56
1769093400,3233.49,3236.77,3213.58,3213.58,5395.53
